term,Plot freq,Negative freq,Positive freq
of standup,0,1,0
standup routines,0,1,0
routines in,0,1,0
which wilson,0,1,0
wilson and,0,1,1
and murphy,0,1,2
murphy show,0,1,0
how funny,0,1,0
funny they,0,1,0
been in,0,2,2
more ambitious,0,1,1
ambitious movie,0,1,0
are flat,0,1,0
action looks,0,1,0
looks fake,0,1,0
ragged,0,1,1
action is,0,2,1
is reasonably,0,1,0
reasonably well,0,1,0
well done,0,1,1
done yet,0,1,0
yet story,0,1,0
story character,0,1,0
and comedy,0,2,0
comedy bits,0,1,0
are too,0,2,0
too ragged,0,1,0
ragged to,0,1,0
to ever,0,3,0
ever fit,0,1,0
fit smoothly,0,1,0
smoothly together,0,1,0
banal and,0,1,0
bid,0,1,0
progenitor,0,1,0
latest bid,0,1,0
bid in,0,1,0
to movie,0,1,0
movie franchise,0,2,0
franchise game,0,1,0
game i,0,1,0
spy makes,0,1,0
its big,0,2,0
screen entry,0,1,0
entry with,0,1,0
the nervy,0,1,0
nervy originality,0,1,0
originality of,0,1,0
its groundbreaking,0,1,0
groundbreaking small,0,1,0
screen progenitor,0,1,0
warmed over,0,3,0
over hash,0,1,0
balto,0,1,0
toy,0,2,0
the adventure,0,1,1
adventure doesn,0,1,0
t contain,0,1,0
contain half,0,1,0
of balto,0,1,0
balto or,0,1,0
or quarter,0,1,0
quarter the,0,1,0
of toy,0,1,0
toy story,0,1,0
story 2,0,1,0
age treads,0,1,0
treads predictably,0,1,0
predictably along,0,1,0
along familiar,0,1,1
familiar territory,0,1,0
territory making,0,1,0
passable family,0,1,0
that won,0,3,1
t win,0,2,1
win many,0,1,0
many fans,0,1,0
fans over,0,1,0
the age,0,2,0
age of,0,2,1
of 12,0,1,1
mammoths,0,0,1
extinct,0,0,1
schoolyard,0,0,1
that woolly,0,0,1
woolly mammoths,0,0,1
mammoths are,0,0,1
are extinct,0,0,1
extinct because,0,0,1
have every,0,0,1
every kid,0,0,1
kid in,0,0,1
the schoolyard,0,0,1
schoolyard wishing,0,0,1
very own,0,0,1
museum,0,1,0
and mechanical,0,1,0
mechanical kinda,0,1,0
kinda like,0,1,0
very goofy,0,1,0
goofy museum,0,1,0
museum exhibit,0,1,0
gelo,0,1,0
diverte,0,1,0
convence,0,1,0
a era,0,1,0
era do,0,1,0
do gelo,0,1,0
gelo diverte,0,1,0
diverte mas,0,1,0
mas não,0,1,0
não convence,0,1,0
passatempo,0,1,0
descompromissado,0,1,0
só,0,2,0
é um,0,1,0
um passatempo,0,1,0
passatempo descompromissado,0,1,0
descompromissado e,0,1,0
e só,0,1,0
s enough,0,1,3
enough cool,0,0,1
cool fun,0,0,1
fun here,0,1,1
to warm,0,0,1
warm the,0,0,1
the hearts,0,0,1
of animation,0,0,1
animation enthusiasts,0,0,1
enthusiasts of,0,0,1
generically,0,1,0
generically forgettably,0,1,0
forgettably pleasant,0,1,0
pleasant from,0,1,0
prehistoric,0,1,1
monsters,0,5,3
animation in,0,1,0
in ice,0,1,0
age is,0,2,2
definitely cool,0,1,0
in terms,0,2,2
terms of,0,2,2
and characterization,0,1,0
characterization it,0,1,0
s rather,0,1,1
rather mushy,0,1,0
mushy a,0,1,0
a prehistoric,0,1,0
prehistoric retread,0,1,0
of monsters,0,2,0
monsters inc,0,2,1
spots,0,1,0
footing,0,1,0
kiddies,0,1,1
has too,0,2,0
many spots,0,1,0
spots where,0,1,0
on slippery,0,1,0
slippery footing,0,1,0
footing but,0,1,0
is acceptable,0,1,0
acceptable entertainment,0,1,0
entire family,0,1,0
s especially,0,1,0
especially fit,0,1,0
the kiddies,0,1,1
keeper,0,0,1
a keeper,0,0,1
m not,0,2,1
not saying,0,1,1
that ice,0,1,0
age doesn,0,1,0
some fairly,0,1,0
fairly pretty,0,1,0
pretty pictures,0,1,0
pictures but,0,1,0
enough substance,0,1,0
substance in,0,3,0
to actually,0,1,0
actually give,0,1,0
give them,0,2,2
them life,0,1,0
furry,0,1,0
lapdance,0,1,0
people wouldn,0,1,0
know subtle,0,1,0
subtle characterization,0,1,0
characterization if,0,1,0
it put,0,1,0
put on,0,1,3
giant furry,0,1,0
furry monster,0,1,0
monster costume,0,1,0
costume and,0,1,0
then gave,0,1,0
gave them,0,1,0
a lapdance,0,1,0
breathtaking,0,0,2
time touching,0,0,1
touching funny,0,0,1
and breathtaking,0,0,1
pixar,0,0,1
lighting,0,3,1
innovative,0,2,1
backgrounds,0,0,2
creative animation,0,0,1
animation work,0,0,1
not look,0,0,2
as fully,0,0,1
fully rendered,0,0,1
rendered as,0,0,1
as pixar,0,0,1
pixar s,0,0,1
s industry,0,0,1
industry standard,0,0,1
standard but,0,0,1
it uses,0,0,2
uses lighting,0,0,1
lighting effects,0,0,1
and innovative,0,0,1
innovative backgrounds,0,0,1
backgrounds to,0,0,1
equally impressive,0,0,1
impressive degree,0,0,1
manfred,0,0,1
adage,0,0,1
manfred sid,0,0,1
sid and,0,0,1
and diego,0,0,1
diego demonstrate,0,0,1
demonstrate the,0,0,1
old ice,0,0,1
age adage,0,0,1
adage that,0,0,1
friend is,0,0,1
who knows,0,0,1
knows all,0,0,1
all your,0,0,2
your faults,0,0,1
faults and,0,0,1
and likes,0,0,1
likes you,0,0,1
generated,0,3,1
first computer,0,1,0
computer generated,0,3,0
generated feature,0,1,0
feature cartoon,0,1,0
cartoon to,0,1,0
some glacial,0,1,0
glacial pacing,0,1,0
pacing early,0,1,0
unlikely can,0,0,1
can link,0,0,1
link together,0,0,1
conquer all,0,0,1
of obstacles,0,0,1
obstacles whether,0,0,1
they be,0,0,1
be of,0,0,1
man or,0,0,1
or of,0,1,1
delirious,0,0,1
delirious fun,0,0,1
warner,0,0,2
bros,0,1,2
path ice,0,0,1
age follows,0,0,1
follows most,0,0,1
most closely,0,0,1
closely though,0,0,1
one established,0,0,1
established by,0,0,1
by warner,0,0,1
warner bros,0,0,2
giant chuck,0,0,1
chuck jones,0,0,1
jones who,0,0,1
who died,0,0,1
died a,0,0,1
a matter,0,2,4
matter of,0,2,4
of weeks,0,0,1
weeks before,0,0,1
s release,0,0,1
wedge,0,1,1
screenwriters,0,3,2
berg,0,1,1
chris wedge,0,0,1
wedge and,0,1,1
and screenwriters,0,0,1
screenwriters michael,0,0,1
michael berg,0,1,1
berg michael,0,0,1
michael j,0,1,1
ackerman,0,0,1
looney,0,0,1
and peter,0,0,1
peter ackerman,0,0,1
ackerman create,0,0,1
some episodes,0,0,1
episodes that,0,0,1
that rival,0,0,1
rival vintage,0,0,1
vintage looney,0,0,1
looney tunes,0,0,1
tunes for,0,0,1
creative mayhem,0,0,1
mayhem in,0,0,1
brief amount,0,0,1
shrek,0,1,1
while not,0,0,2
quite shrek,0,0,1
shrek or,0,0,1
or monsters,0,0,1
too bad,0,4,2
worth taking,0,0,1
cute funny,0,0,1
funny heartwarming,0,0,2
heartwarming digitally,0,0,1
digitally animated,0,0,1
animated feature,0,0,2
with plenty,0,0,1
of slapstick,0,0,3
slapstick humor,0,0,3
humor for,0,0,1
kids lots,0,0,1
of in,0,1,1
jokes for,0,0,1
the adults,0,0,2
heart enough,0,0,1
by 20th,0,0,1
20th century,0,0,2
century fox,0,0,1
fox ice,0,0,1
age falls,0,0,1
of classic,0,0,1
classic status,0,0,1
wear,0,1,1
dreamworks,0,0,1
banner,0,0,1
best such,0,0,1
such features,0,0,1
features not,0,0,1
to wear,0,0,1
wear the,0,0,1
disney or,0,0,1
or dreamworks,0,0,1
dreamworks banner,0,0,1
as written,0,1,0
by michael,0,1,0
berg and,0,1,0
tiring,0,1,0
wilson from,0,1,0
by wilson,0,1,0
wilson this,0,1,0
this relentless,0,1,0
relentless all,0,1,0
all wise,0,1,0
wise guys,0,1,0
guys all,0,1,0
time approach,0,1,0
approach tries,0,1,0
tries way,0,1,0
way too,0,4,0
gets tiring,0,1,0
tiring in,0,1,0
time at,0,1,2
visually pleasing,0,0,1
pleasing imaginative,0,0,1
imaginative entertainment,0,0,1
family audience,0,0,1
conception,0,1,1
stretches,0,0,5
offset,0,0,1
intervals,0,0,1
goo,0,0,2
vivid conception,0,0,1
conception with,0,0,1
with amusing,0,0,1
amusing witty,0,0,1
witty stretches,0,0,1
stretches that,0,0,1
that offset,0,0,1
offset the,0,0,1
the intervals,0,0,1
intervals of,0,0,1
of goo,0,0,1
its familiar,0,0,1
familiar subject,0,0,1
matter ice,0,0,1
is consistently,0,0,1
consistently amusing,0,0,1
amusing and,0,0,2
and engrossing,0,0,1
age won,0,0,1
t drop,0,0,1
drop your,0,0,1
your jaw,0,0,1
jaw but,0,0,1
m giving,0,0,1
strong thumbs,0,0,1
thumbs up,0,0,2
subzero,0,1,0
its icy,0,1,0
icy face,0,1,0
face the,0,1,0
new film,0,1,1
a subzero,0,1,0
subzero version,0,1,0
texture,0,1,0
latter s,0,1,0
s imagination,0,1,0
imagination visual,0,1,0
visual charm,0,1,0
charm or,0,3,0
or texture,0,1,0
improves,0,0,2
graphics,0,1,1
droll,0,0,3
years hollywood,0,0,1
hollywood has,0,2,1
solid formula,0,0,1
formula for,0,0,1
for successful,0,0,1
successful animated,0,0,1
animated movies,0,0,1
and ice,0,0,1
age only,0,0,1
only improves,0,0,1
improves on,0,0,1
terrific computer,0,0,1
computer graphics,0,0,1
graphics inventive,0,0,1
inventive action,0,0,1
a droll,0,0,2
droll sense,0,0,1
saldanha,0,1,0
saldanha handle,0,1,0
of verbal,0,1,0
verbal jokes,0,1,0
and slapstick,0,1,0
slapstick well,0,1,0
adherence,0,1,0
hoped,0,1,2
their film,0,1,0
film falters,0,1,0
falters however,0,1,0
however in,0,1,0
its adherence,0,1,0
adherence to,0,1,0
disney philosophy,0,1,0
philosophy of,0,1,0
of required,0,1,0
required poignancy,0,1,0
poignancy a,0,1,0
salute that,0,1,0
d hoped,0,1,2
hoped the,0,1,0
would avoid,0,1,0
in prehistoric,0,0,1
prehistoric hilarity,0,0,1
one moment,0,1,0
that surprises,0,1,0
surprises or,0,1,0
or delights,0,1,0
burr,0,2,1
steers,0,2,4
yorkers,0,1,1
granted,0,0,1
director burr,0,2,1
burr steers,0,2,1
steers knows,0,1,1
show irony,0,0,1
irony the,0,0,1
kids and,0,2,5
new yorkers,0,1,1
yorkers taking,0,0,1
taking casual,0,0,1
sex for,0,0,1
for granted,0,0,1
so young,0,0,1
young so,0,0,1
so smart,0,0,1
smart such,0,0,1
such talent,0,0,1
talent such,0,0,1
a wise,0,0,1
wise *,0,0,1
curls,0,0,1
steers turns,0,0,1
turns in,0,0,1
a snappy,0,0,1
snappy screenplay,0,0,1
screenplay that,0,0,1
that curls,0,0,1
curls at,0,0,1
the edges,0,0,1
edges it,0,0,1
so clever,0,0,1
clever you,0,0,1
he somehow,0,0,1
somehow pulls,0,0,1
pulls it,0,0,1
it off,0,1,1
culkin,0,2,4
vaguely,0,1,2
bratty,0,1,0
culkin exudes,0,1,0
exudes none,0,1,0
or charisma,0,1,0
charisma that,0,1,1
might keep,0,1,0
more general,0,1,0
general audience,0,1,1
audience even,0,1,0
even vaguely,0,1,0
vaguely interested,0,1,0
his bratty,0,1,0
bratty character,0,1,0
hindsight,0,0,2
nuance,0,0,2
rare exhilarating,0,0,1
exhilarating cinematic,0,0,1
cinematic delights,0,0,1
delights that,0,0,1
gets even,0,0,1
in hindsight,0,0,2
hindsight as,0,0,1
you mull,0,0,1
mull over,0,0,1
over its,0,1,1
its every,0,0,1
every nuance,0,0,1
nuance in,0,0,1
shield,0,0,1
culkin who,0,0,1
in virtually,0,0,1
virtually every,0,0,1
scene shines,0,0,1
who uses,0,0,1
uses sarcastic,0,0,1
sarcastic lies,0,0,1
lies like,0,0,1
a shield,0,0,1
unexpectedly,0,0,1
adamant,0,0,1
streak,0,1,1
blooded,0,0,1
denizens,0,0,1
steers has,0,0,1
an unexpectedly,0,0,1
unexpectedly adamant,0,0,1
adamant streak,0,0,1
streak of,0,0,1
of warm,0,0,1
warm blooded,0,0,1
blooded empathy,0,0,1
empathy for,0,1,1
his disparate,0,0,1
disparate manhattan,0,0,1
manhattan denizens,0,0,1
denizens especially,0,0,1
the a,0,1,1
a *,0,0,1
* holes,0,0,1
battle between,0,1,0
between bug,0,1,0
bug eye,0,1,0
eye theatre,0,1,0
theatre and,0,1,0
and dead,0,2,1
dead eye,0,1,0
eye matinee,0,1,0
remind,0,1,1
locales,0,0,1
it tends,0,0,1
to remind,0,0,1
remind one,0,0,1
really solid,0,0,2
solid woody,0,0,1
allen film,0,0,1
its excellent,0,0,2
excellent use,0,0,2
york locales,0,0,1
locales and,0,0,1
and sharp,0,0,1
sharp writing,0,1,1
putters,0,1,0
observations,0,1,0
blank,0,1,0
story simply,0,1,0
simply putters,0,1,0
putters along,0,1,0
along looking,0,1,0
for astute,0,1,0
astute observations,0,1,0
observations and,0,1,0
and coming,0,1,0
coming up,0,1,0
up blank,0,1,0
well cast,0,0,2
directed a,0,0,1
powerful drama,0,0,1
enough sardonic,0,0,1
sardonic wit,0,0,1
wit to,0,0,4
from being,0,4,4
being maudlin,0,0,1
that hit,0,0,1
hit you,0,0,2
you from,0,0,1
first scene,0,0,1
know it,0,0,3
saved,0,4,1
saved from,0,0,1
being merely,0,0,1
merely way,0,0,1
way cool,0,0,1
cool by,0,0,1
a basic,0,0,1
basic credible,0,0,1
credible compassion,0,0,1
emphasizes,0,2,1
steers emphasizes,0,1,0
emphasizes the,0,1,0
the q,0,1,0
q in,0,1,0
in quirky,0,1,0
quirky with,0,1,0
with mixed,0,1,0
mixed results,0,1,0
virtue,0,1,1
film makes,0,2,2
a fatal,0,2,0
it asks,0,1,1
asks us,0,1,1
only apparent,0,1,0
apparent virtue,0,1,0
virtue is,0,1,0
as unpleasant,0,1,0
unpleasant as,0,1,0
people in,0,3,0
cheering,0,1,1
woes,0,0,1
a lark,0,0,1
lark especially,0,0,1
especially for,0,0,1
enjoy cheering,0,0,1
cheering for,0,0,1
for losers,0,0,1
losers who,0,0,1
who maintain,0,0,1
maintain their,0,0,1
own special,0,0,1
special weirdness,0,0,1
weirdness as,0,0,1
as woes,0,0,1
woes rain,0,0,1
rain down,0,0,1
down upon,0,0,1
upon them,0,0,1
audacious,0,1,2
slashing,0,0,1
satisfies,0,0,4
so audacious,0,0,1
audacious as,0,0,1
your breath,0,0,3
breath away,0,0,2
one whose,0,0,1
whose slashing,0,0,1
slashing style,0,0,1
style infuriates,0,0,1
infuriates almost,0,0,1
it satisfies,0,0,1
rye,0,1,0
dyslexia,0,1,0
a mean,0,1,0
spirited film,0,1,0
film made,0,1,0
who surely,0,1,0
surely read,0,1,0
the catcher,0,1,0
catcher in,0,1,0
the rye,0,1,0
rye but,0,1,0
but clearly,0,1,0
clearly suffers,0,1,0
from dyslexia,0,1,0
salinger,0,0,1
salinger would,0,0,1
ve loved,0,0,1
loved igby,0,0,1
thou,0,0,1
wayward,0,1,1
wing,0,0,1
propriety,0,0,1
precocious smarter,0,0,1
than thou,0,0,1
thou wayward,0,0,1
wayward teen,0,0,1
teen struggles,0,0,1
his oppressive,0,0,1
oppressive right,0,0,1
right wing,0,0,1
wing propriety,0,0,1
propriety obsessed,0,0,1
obsessed family,0,0,1
anyone else,0,2,1
else seen,0,0,1
seen this,0,2,2
this before,0,0,1
dysfunctionally,0,0,1
privileged,0,0,1
highly personal,0,0,1
personal look,0,0,1
the effects,0,1,1
effects of,0,0,1
a dysfunctionally,0,0,1
dysfunctionally privileged,0,0,1
privileged lifestyle,0,0,1
lifestyle and,0,0,1
we only,0,0,1
only wish,0,0,1
wish we,0,0,1
have spent,0,0,1
spent more,0,0,1
its world,0,0,1
gryffindor,0,1,0
culkin turns,0,1,0
turns his,0,1,0
character into,0,1,0
is basically,0,1,1
an anti,0,2,0
anti harry,0,1,0
potter right,0,1,0
right down,0,1,1
the gryffindor,0,1,0
gryffindor scarf,0,1,0
strikingly,0,0,1
rueful,0,0,1
disaffected,0,0,1
a strikingly,0,0,1
strikingly intelligent,0,0,1
and rueful,0,0,1
rueful comedy,0,0,1
of disaffected,0,0,1
disaffected youth,0,0,1
appalled,0,0,1
outraged,0,0,1
lad,0,0,2
treading,0,1,1
shed,0,0,1
errant,0,0,1
ll gasp,0,0,1
gasp appalled,0,0,1
appalled and,0,0,1
and laugh,0,0,1
laugh outraged,0,0,1
outraged and,0,0,1
possibly watching,0,0,1
a promising,0,0,1
promising young,0,0,1
young lad,0,0,1
lad treading,0,0,1
treading desperately,0,0,1
desperately in,0,0,1
a nasty,0,0,1
nasty sea,0,0,1
sea shed,0,0,1
shed an,0,0,1
an errant,0,0,1
errant tear,0,0,1
satisfaction,0,1,0
the impression,0,2,0
impression that,0,2,1
that writer,0,1,0
the territory,0,1,0
territory but,0,1,0
humor has,0,1,0
the smug,0,2,0
smug self,0,1,0
self satisfaction,0,1,0
satisfaction usually,0,1,0
usually associated,0,1,1
better private,0,1,0
private schools,0,1,0
possess,0,0,1
have always,0,0,1
always appreciated,0,0,1
appreciated a,0,0,1
a smartly,0,0,1
written motion,0,0,1
whatever flaws,0,0,1
flaws igby,0,0,1
down may,0,0,1
may possess,0,0,1
possess it,0,0,1
is undeniably,0,0,1
undeniably that,0,0,1
blisteringly,0,0,2
scarily,0,0,1
sorrowfully,0,0,1
surveys,0,1,1
kieran,0,0,2
blisteringly rude,0,0,1
rude scarily,0,0,1
scarily funny,0,0,1
funny sorrowfully,0,0,1
sorrowfully sympathetic,0,0,1
sympathetic to,0,0,2
the damage,0,0,1
damage it,0,0,1
it surveys,0,0,1
surveys the,0,1,1
has in,0,1,1
in kieran,0,0,1
kieran culkin,0,0,2
culkin a,0,0,1
pitch perfect,0,0,2
perfect holden,0,0,1
steers in,0,0,1
film debut,0,0,1
brilliant motion,0,0,1
skewed,0,0,1
genre is,0,0,1
established what,0,0,1
movie fresh,0,0,1
fresh is,0,0,1
smart writing,0,0,1
writing skewed,0,0,1
skewed characters,0,0,1
title performance,0,0,1
by kieran,0,0,1
kinetic,0,0,2
aimlessly,0,1,1
crashes,0,0,1
befitting,0,0,1
a kinetic,0,0,2
kinetic drama,0,0,1
to wander,0,0,1
wander aimlessly,0,0,1
aimlessly beautifully,0,0,1
beautifully until,0,0,1
it crashes,0,0,1
crashes in,0,0,1
odd anti,0,0,1
anti climax,0,0,1
climax befitting,0,0,1
befitting reality,0,0,1
reality itself,0,0,1
triumphs,0,0,1
philippe,0,0,1
sarandon,0,0,2
real triumphs,0,0,1
triumphs in,0,0,1
igby come,0,0,1
from philippe,0,0,1
philippe who,0,0,1
makes oliver,0,0,1
oliver far,0,0,1
s lines,0,0,1
lines would,0,0,1
would suggest,0,0,1
suggest and,0,0,1
and sarandon,0,0,1
sarandon who,0,0,1
be better,0,2,1
better as,0,0,1
a cruel,0,0,1
cruel but,0,0,1
but weirdly,0,0,1
weirdly likable,0,0,1
likable wasp,0,0,1
wasp matron,0,0,1
floundering,0,0,1
own floundering,0,0,1
floundering way,0,0,1
like igby,0,0,1
caulfield did,0,1,0
it better,0,1,0
juicy,0,0,1
plethora,0,0,1
actors have,0,0,2
a radar,0,0,1
radar for,0,0,1
for juicy,0,0,1
juicy roles,0,0,1
roles there,0,0,1
a plethora,0,0,1
plethora of,0,0,1
quip,0,0,1
irritatingly,0,1,1
solipsistic,0,0,1
culkin has,0,0,1
with quip,0,0,1
quip heavy,0,0,1
heavy dialogue,0,0,1
dialogue that,0,0,2
that transforms,0,0,1
transforms what,0,0,1
what might,0,1,1
might otherwise,0,0,2
otherwise been,0,0,2
been irritatingly,0,0,1
irritatingly solipsistic,0,0,1
solipsistic posing,0,0,1
posing into,0,0,1
great performance,0,0,2
home run,0,0,1
run then,0,0,1
then at,0,0,1
least a,0,0,1
solid base,0,0,1
base hit,0,0,1
deviously,0,1,0
adopts,0,1,0
guise,0,1,0
though impostor,0,1,0
impostor deviously,0,1,0
deviously adopts,0,1,0
adopts the,0,1,0
the guise,0,1,0
guise of,0,1,0
modern motion,0,1,0
too is,0,1,0
ghoulish,0,1,1
fascination,0,1,1
generates,0,0,1
certain ghoulish,0,0,1
ghoulish fascination,0,0,1
fascination and,0,0,1
and generates,0,0,1
generates a,0,0,1
a fair,0,0,3
fair amount,0,0,2
of b,0,0,2
movie excitement,0,0,1
detracts,0,1,0
goes from,0,1,0
being an,0,1,0
unusual sci,0,1,0
fi character,0,1,0
study to,0,1,0
chase flick,0,1,0
flick that,0,1,0
that detracts,0,1,0
detracts from,0,1,0
its ending,0,1,0
blade,0,4,2
runner,0,3,3
uhf,0,1,0
what blade,0,1,0
blade runner,0,3,2
runner would,0,1,0
ve looked,0,1,0
like as,0,1,0
budget series,0,1,0
series on,0,1,0
a uhf,0,1,0
uhf channel,0,1,0
impostor has,0,1,0
of thrilling,0,1,0
thrilling moments,0,1,0
good performances,0,1,0
quite fly,0,1,0
starters,0,1,0
for starters,0,1,0
starters the,0,1,0
too slim,0,1,0
evaporation,0,1,0
urgency,0,1,2
s few,0,1,0
few ideas,0,1,0
ideas are,0,1,0
are stretched,0,1,0
of evaporation,0,1,0
evaporation the,0,1,0
whole central,0,1,0
central section,0,1,0
section is,0,1,0
one big,0,3,0
big chase,0,1,0
no goal,0,1,0
goal and,0,1,0
no urgency,0,1,0
filler,0,1,1
just filler,0,1,0
imposter,0,2,0
line at,0,1,0
least in,0,1,0
is imposter,0,1,0
imposter makes,0,1,0
better short,0,1,0
story than,0,2,1
disposable,0,4,2
fairly disposable,0,0,1
disposable yet,0,0,1
yet still,0,0,1
entertaining b,0,0,1
b picture,0,0,2
really does,0,1,0
does feel,0,1,0
short stretched,0,1,0
stretched out,0,1,0
to feature,0,1,0
boasting some,0,1,0
most poorly,0,1,0
poorly staged,0,1,0
staged and,0,1,0
and lit,0,1,0
lit action,0,1,0
action in,0,1,0
in memory,0,1,0
memory impostor,0,1,0
impostor is,0,3,0
as close,0,1,1
close as,0,1,0
get to,0,4,1
imitation movie,0,1,0
tunnels,0,1,0
anonymous,0,1,1
attackers,0,1,0
evade,0,1,0
surveillance,0,1,0
technologies,0,1,0
impostor can,0,1,0
thing to,0,3,0
characters except,0,1,0
except have,0,1,0
have them,0,1,0
them run,0,1,0
through dark,0,1,0
dark tunnels,0,1,0
tunnels fight,0,1,0
fight off,0,1,0
off various,0,1,0
various anonymous,0,1,0
anonymous attackers,0,1,0
attackers and,0,1,0
and evade,0,1,0
evade elaborate,0,1,0
elaborate surveillance,0,1,0
surveillance technologies,0,1,0
twist far,0,1,0
far better,0,1,0
suited to,0,2,0
video viewing,0,1,0
viewing than,0,1,0
the multiplex,0,1,1
ballast,0,1,1
shrugging,0,0,2
persnickety,0,0,1
such atmospheric,0,0,1
atmospheric ballast,0,0,1
ballast that,0,0,1
that shrugging,0,0,1
shrugging off,0,0,1
s persnickety,0,0,1
persnickety problems,0,0,1
problems is,0,0,1
a shrugging,0,0,1
shrugging mood,0,0,1
fleder,0,1,0
a step,0,1,2
step down,0,1,0
down for,0,1,0
director gary,0,1,0
gary fleder,0,1,0
succumbs,0,2,0
movie succumbs,0,1,0
succumbs to,0,2,0
being nothing,0,1,0
a formulaic,0,1,1
formulaic chase,0,1,0
chase in,0,2,0
arising,0,1,0
skills,0,3,0
hope keeps,0,1,0
keeps arising,0,1,0
arising that,0,1,0
will live,0,1,0
the apparent,0,1,0
apparent skills,0,1,0
skills of,0,1,0
its makers,0,1,1
makers and,0,1,0
its actors,0,1,2
actors but,0,2,0
hawking,0,1,0
many black,0,1,0
black holes,0,1,0
in impostor,0,1,0
impostor that,0,1,0
that trying,0,1,0
keep track,0,1,0
track of,0,1,0
them would,0,1,0
would tax,0,1,0
tax hawking,0,1,0
splendour,0,1,0
uneven look,0,1,0
grim future,0,1,0
future that,0,1,0
visual splendour,0,1,0
splendour that,0,1,0
other films,0,2,0
films based,0,1,0
on philip,0,1,0
dick stories,0,1,0
theatrical,0,3,0
the values,0,1,1
values of,0,1,0
a straight,0,4,0
video movie,0,2,0
bigger name,0,1,0
name cast,0,1,0
cast it,0,1,0
gets a,0,3,0
full theatrical,0,1,0
theatrical release,0,3,0
if looking,0,1,0
a thrilling,0,2,1
thrilling sci,0,1,0
fi cinematic,0,1,0
cinematic ride,0,1,0
ride don,0,1,0
t settle,0,1,0
this imposter,0,1,0
grave,0,5,0
dick must,0,1,0
be turning,0,1,0
turning in,0,1,0
his grave,0,2,0
grave along,0,1,0
my stomach,0,1,0
sinise,0,1,0
introduce,0,1,0
if sinise,0,1,0
sinise s,0,1,0
character had,0,1,0
brain his,0,1,0
his ordeal,0,1,0
ordeal would,0,1,0
over in,0,4,0
in five,0,1,0
instead the,0,1,0
plot goes,0,1,0
to introduce,0,1,0
introduce obstacles,0,1,0
obstacles for,0,1,0
to stumble,0,1,0
stumble over,0,1,0
donuts,0,1,0
screeching,0,2,0
phillip,0,1,0
know much,0,1,0
man but,0,1,0
d bet,0,1,0
bet dollars,0,1,0
dollars to,0,1,0
to donuts,0,1,0
donuts that,0,1,0
the loud,0,2,0
loud screeching,0,1,0
screeching sound,0,1,0
sound you,0,1,0
just heard,0,1,0
heard was,0,1,0
of phillip,0,1,0
phillip k,0,1,0
dick rolling,0,1,0
rolling over,0,2,0
padding,0,3,0
includes too,0,1,0
much obvious,0,1,0
obvious padding,0,1,0
zoning,0,1,0
ordinances,0,1,0
unless there,0,1,1
are zoning,0,1,0
zoning ordinances,0,1,0
ordinances to,0,1,0
protect your,0,1,0
your community,0,1,0
dullest science,0,1,0
fiction impostor,0,1,0
is opening,0,1,0
opening today,0,1,0
today at,0,1,0
theater near,0,1,0
amalgam,0,2,0
fugitive,0,1,0
an amalgam,0,1,0
amalgam of,0,2,0
the fugitive,0,1,0
fugitive blade,0,1,0
runner and,0,1,0
and total,0,1,0
total recall,0,1,2
recall only,0,1,0
only without,0,1,0
without much,0,2,1
much energy,0,1,0
energy or,0,1,0
or tension,0,1,0
template,0,1,1
impostor doesn,0,1,0
much with,0,1,0
its template,0,1,0
template despite,0,1,0
remarkably strong,0,1,0
so made,0,1,0
tv something,0,1,0
something posing,0,1,0
feeder,0,1,0
feels less,0,2,0
a cousin,0,1,0
cousin to,0,1,0
to blade,0,1,0
runner than,0,1,0
a bottom,0,1,0
bottom feeder,0,1,0
feeder sequel,0,1,0
sequel in,0,1,0
the escape,0,1,0
york series,0,1,0
blur,0,1,1
distracting,0,1,0
an impostor,0,2,0
impostor itself,0,1,0
itself stretching,0,1,0
stretching and,0,1,0
and padding,0,1,0
padding its,0,1,0
its material,0,1,0
material in,0,2,1
a blur,0,1,0
blur of,0,1,0
of dead,0,1,0
dead ends,0,1,0
ends and,0,2,1
and distracting,0,1,0
distracting camera,0,1,0
thoughtlessly,0,1,0
so thoughtlessly,0,1,0
thoughtlessly assembled,0,1,0
successor,0,0,1
worthy successor,0,0,1
successor to,0,0,1
those sci,0,0,1
fi b,0,0,1
old even,0,0,1
nowhere in,0,0,1
league of,0,0,1
such dick,0,0,1
dick inspired,0,0,1
inspired films,0,0,1
as total,0,0,1
recall and,0,0,2
and blade,0,0,2
automatically,0,2,0
pegs,0,1,0
automatically pegs,0,1,0
pegs itself,0,1,0
the straight,0,1,0
video sci,0,1,0
fi rental,0,1,0
rental shelf,0,1,0
harrison,0,2,0
sabrina,0,1,0
s of,0,1,0
a lesser,0,1,0
lesser harrison,0,1,0
harrison ford,0,2,0
ford movie,0,1,0
movie six,0,1,0
six days,0,1,0
days seven,0,1,0
seven nights,0,1,0
nights maybe,0,1,0
maybe or,0,1,0
that dreadful,0,1,0
dreadful sabrina,0,1,0
sabrina remake,0,1,0
insomnia,0,1,9
insomnia is,0,0,6
films and,0,0,3
and pacino,0,0,1
pacino gives,0,0,1
gives one,0,0,1
most daring,0,0,1
complicated performances,0,0,1
nolan,0,0,6
director nolan,0,0,1
